Collection ID	10824
Type	SpectraCollection
Description	48,DSFu,Rat,Urine (1)
Processing log	Standardized ppm range to 11.6:0.0007:-2.0. Set reference [0.030000,-0.030000]. Fix baseline (lambda: 200.000000). Cropped ranges: 9.8,0.14. Zeroed ranges: 6.01,5.54;5.0,4.72;4.01,3.92;3.86,3.82. Sum normalized to 1000.0.  Extracted residual after subtracting peaks for:  U6.837 (13), U6.824 (14).
Base sample ID	20531	20540	20541	20553	20637	20673	20707	20748	20792	20822	20834	20835
Time	48	48	48	48	48	48	48	48	48	48	48	48
Classification	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu	DSFu
Sample ID	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine	Urine
Subject ID	5	6	3	1	2	4	25	29	28	26	30	27
Sample Description												
Weight												
Units of weight												
Species	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat	Rat
X	Y1	Y2	Y3	Y4	Y5	Y6	Y7	Y8	Y9	Y10	Y11	Y12
9.689000	0.000966	0.000012	-0.000137	-0.000059	0.000339	-0.000150	-0.000742	0.000410	0.000442	-0.000602	0.000295	0.000059
9.688300	-0.000212	0.000371	0.000337	-0.001159	0.000485	-0.000104	-0.000349	0.000217	-0.000190	-0.000199	-0.000552	-0.000590
9.687600	-0.000163	0.000273	0.000756	-0.000186	0.000440	-0.000683	-0.000109	0.000003	0.000026	0.000350	0.000246	-0.000821
9.686900	-0.000822	0.000030	0.000739	0.000212	0.000702	0.000354	0.000280	0.000462	-0.001488	0.000164	-0.000508	-0.000236
9.686200	0.000042	-0.000158	0.000440	0.000431	0.000616	0.001051	-0.001414	0.000696	-0.001262	-0.000073	-0.001075	0.000465
9.685500	-0.000518	-0.000136	0.001020	-0.000296	0.000412	0.000763	-0.001175	0.000089	-0.001127	-0.000038	-0.000574	0.000527
9.684800	0.000079	-0.000739	0.000490	-0.000168	-0.000830	0.000208	-0.000580	-0.000224	-0.000277	0.000836	-0.000473	-0.000249
9.684100	0.000294	-0.000141	-0.000003	-0.000100	-0.000225	0.000503	0.000202	0.000032	-0.000423	0.000874	-0.000147	-0.000302
9.683400	0.000716	0.000476	-0.000035	0.000170	0.000146	0.000127	-0.000344	0.000192	0.000348	-0.000169	-0.000594	0.000281
9.682700	0.000809	0.000798	-0.000019	-0.000695	0.001076	0.000332	-0.000009	0.000737	0.000660	0.001076	-0.000436	0.000508
9.682000	0.000204	-0.000423	-0.000734	-0.000826	-0.000317	0.001477	0.000866	-0.000268	0.001008	0.000661	0.000097	0.000191
9.681300	0.000045	-0.000727	0.001510	-0.000015	0.000753	0.000589	0.000678	-0.001546	-0.000143	-0.000177	0.000316	-0.000079
9.680600	-0.000164	-0.000191	0.000097	-0.000101	0.000145	-0.001032	-0.000168	-0.000587	-0.000533	0.000166	0.000009	-0.000386
9.679900	-0.000900	0.000329	-0.000449	-0.000256	0.001169	0.000214	-0.000100	-0.001123	-0.000161	-0.000053	0.000482	-0.000207
9.679200	0.000412	0.001081	-0.000875	-0.000026	-0.000384	-0.000362	0.000507	0.000022	0.000526	0.000332	0.000189	-0.000480
9.678500	0.000648	0.000274	-0.000376	0.000011	-0.000022	-0.000052	0.000419	-0.000699	-0.000271	-0.000220	0.000398	-0.000076
9.677800	0.000618	-0.000364	0.000469	-0.000415	-0.001069	-0.000640	0.000891	-0.000755	-0.000383	0.000399	-0.000349	-0.000050
9.677100	-0.000089	-0.001136	0.000504	-0.000519	-0.000873	0.000234	0.000416	0.000157	0.000840	0.000062	-0.000357	0.000242
9.676400	-0.000185	0.000100	0.000550	0.000062	-0.001180	-0.000008	0.000684	-0.000155	-0.000669	0.000046	-0.000859	0.000199
9.675700	0.000073	0.000322	0.001014	0.000504	0.000008	0.000215	0.001730	-0.000213	-0.000040	-0.000113	-0.000142	0.000916
9.675000	-0.000556	-0.000426	0.001396	-0.000125	-0.000418	-0.000267	0.000619	0.000073	0.000703	0.000298	-0.000030	0.001239
9.674300	-0.001007	-0.000813	0.000162	0.000014	-0.001376	-0.000402	-0.000734	-0.000593	-0.000155	0.000324	0.000064	0.000210
9.673600	-0.000845	-0.001160	-0.001737	-0.000291	-0.000393	-0.000259	-0.000763	-0.000144	0.000807	0.000319	-0.000761	0.000939
9.672900	0.000129	-0.000259	-0.000417	0.000616	0.000333	-0.001309	-0.000972	-0.000276	0.000344	0.000815	-0.000797	0.000572
9.672200	-0.000056	-0.000440	-0.001307	0.000873	0.000303	-0.000607	-0.000688	0.000767	0.002537	-0.000264	-0.000419	-0.000247
9.671500	0.000078	-0.000605	0.000064	0.000864	-0.000645	0.000390	-0.000795	0.000195	0.000153	-0.000093	-0.001309	0.000572
9.670800	-0.000592	0.001513	0.000038	0.000650	0.000009	0.000280	0.000175	0.000432	-0.001283	0.000663	-0.000889	-0.000471
9.670100	-0.000028	-0.000379	0.000103	0.000723	0.000172	-0.001014	-0.000061	-0.000104	-0.000451	0.000037	0.000255	0.000128
9.669400	-0.000026	0.000504	0.001094	-0.000764	-0.000955	-0.000823	-0.000353	0.000028	-0.000847	-0.000175	0.000527	0.000530
9.668700	-0.000841	0.000119	0.000263	-0.000831	-0.001051	-0.000865	-0.000839	0.000109	0.000334	-0.000200	0.000170	-0.000683
9.668000	-0.001432	-0.001434	-0.001705	-0.000328	-0.000842	0.000077	0.000094	-0.000201	0.000502	-0.000399	-0.000069	-0.000392
9.667300	0.000228	-0.000830	-0.000384	-0.000049	-0.000177	0.000362	-0.000923	0.000561	0.000027	-0.000580	-0.000174	-0.000559
9.666600	0.000049	-0.000137	-0.000242	0.000327	0.000195	0.000256	-0.000624	-0.000595	0.000184	-0.000178	-0.000036	-0.000586
9.665900	-0.000107	0.000570	-0.000322	-0.000121	0.000287	0.000517	0.000337	0.000180	0.000123	-0.000111	0.000768	-0.000766
9.665200	-0.000090	0.000895	-0.001125	0.000632	0.000967	0.000885	0.000926	0.001198	-0.001035	0.000330	0.001219	-0.001342
9.664500	-0.000553	-0.000585	-0.000276	0.000243	0.001617	0.000317	-0.000701	0.000129	0.000105	0.000211	-0.000790	0.000211
9.663800	0.000343	0.000699	0.000089	0.000701	0.001100	-0.000993	0.000097	-0.000246	-0.000260	0.000259	0.000137	0.000474
9.663100	0.000880	0.000051	-0.000135	0.000142	0.001079	0.000231	0.000182	-0.001650	-0.000162	-0.000577	-0.000217	0.000386
9.662400	0.000631	-0.000375	0.000195	0.000311	-0.000528	-0.000055	-0.000394	-0.000851	-0.000305	0.000120	0.000169	0.000934
9.661700	0.000677	0.000273	-0.000148	0.000407	-0.000185	-0.000062	0.000564	-0.001161	-0.000514	-0.000805	0.000137	-0.000078
9.661000	0.000893	-0.001046	-0.000610	-0.000425	-0.001065	0.000303	0.000646	0.000287	0.000408	-0.000190	-0.000037	-0.001397
9.660300	-0.000566	-0.000504	-0.001504	-0.000531	-0.000204	0.000031	0.000133	0.000461	-0.000254	-0.000209	-0.000514	-0.000138
9.659600	-0.000327	-0.000130	-0.001019	-0.000862	0.001078	-0.000385	0.001014	0.000268	-0.000522	-0.000226	-0.000125	0.000108
9.658900	-0.000986	0.000320	0.000940	-0.000765	0.000779	0.000224	0.000892	0.000406	-0.000723	0.000652	0.000297	-0.000370
9.658200	-0.001413	-0.000350	-0.000199	0.000156	0.000712	0.000688	0.000456	0.001391	-0.000266	-0.000288	0.000210	-0.000555
9.657500	-0.000905	-0.000014	-0.000530	0.000333	0.000357	0.000683	-0.000467	0.000091	0.000362	-0.000746	0.000566	-0.001324
9.656800	-0.000637	0.000033	0.000252	0.000046	0.000581	0.000202	0.001505	-0.000032	-0.001163	0.001127	-0.000160	-0.001351
9.656100	-0.001375	0.000048	0.000314	-0.000171	-0.001314	-0.000391	0.000064	0.000710	-0.000602	0.000096	0.000424	-0.001380
9.655400	0.000521	0.000067	0.001455	-0.000121	-0.001170	-0.000415	-0.000153	0.000188	-0.000803	-0.000523	-0.000487	-0.000157
9.654700	-0.000022	-0.000477	0.001409	0.000229	-0.001358	-0.000177	0.000146	-0.000682	0.000233	-0.000372	0.000100	0.000095
9.654000	0.000080	-0.000100	0.001339	-0.000038	-0.000396	0.000042	-0.000071	-0.000508	0.000564	-0.000681	-0.000365	0.000168
9.653300	-0.000449	-0.000920	0.000708	-0.000019	0.000171	-0.000288	-0.000905	-0.000460	0.001071	-0.000788	-0.000756	-0.000539
9.652600	0.000547	-0.000429	-0.000774	-0.000376	-0.000216	0.000111	-0.000341	0.000083	0.000519	-0.000644	-0.000496	0.000340
9.651900	0.000600	-0.001278	-0.000014	-0.000565	-0.000023	0.000079	0.000013	0.000406	0.000303	-0.000071	-0.000338	-0.000448
9.651200	0.000363	-0.000421	0.000884	0.000524	0.000287	0.000574	-0.000761	-0.000109	-0.000048	-0.000064	-0.000449	0.001240
9.650500	-0.000613	0.000752	-0.000518	0.000034	0.000115	-0.000131	-0.000637	0.000764	-0.001234	0.000640	0.000161	-0.000223
9.649800	-0.000468	-0.000490	-0.000600	-0.000839	-0.000205	-0.000469	0.000170	-0.000016	-0.000952	0.000773	0.000740	-0.000793
9.649100	-0.000081	0.000259	0.000173	0.000021	-0.000047	-0.000407	-0.000263	-0.000103	0.000115	0.000936	0.000751	0.000352
9.648400	0.000367	0.000348	-0.000120	-0.000028	0.000910	0.000485	-0.000067	-0.000065	0.000871	0.000232	0.000770	0.001036
9.647700	0.001157	0.000764	-0.000103	0.000321	0.000835	0.000492	0.000344	0.000120	0.000989	0.000118	0.000322	-0.000167
9.647000	0.001156	0.000397	-0.000315	0.000386	0.000520	0.000328	-0.000323	0.000071	0.000893	0.000023	0.000148	0.000564
9.646300	-0.000197	0.000823	-0.000267	0.000581	0.001018	0.000019	0.000141	-0.000288	0.000459	0.000231	-0.000138	0.000869
9.645600	-0.000846	0.001248	-0.001258	-0.000683	0.000749	0.000467	0.000440	-0.000236	-0.000044	-0.000055	0.000293	-0.001045
9.644900	0.000357	0.000753	-0.001649	-0.000428	0.000064	-0.000055	0.000247	0.000653	-0.001489	-0.000082	-0.000599	-0.000754
9.644200	0.000585	0.000303	-0.000680	0.000169	-0.000518	-0.000261	0.000221	0.000442	-0.000186	-0.000041	-0.000395	0.000547
9.643500	0.000947	-0.001173	0.000282	0.000755	0.000888	-0.000696	0.000104	-0.000043	-0.000084	-0.000547	0.000230	0.000590
9.642800	0.000839	-0.000145	-0.001286	0.000855	-0.000117	0.000032	0.000342	0.000014	-0.000625	-0.000563	-0.001045	0.001365
9.642100	0.000211	0.000240	-0.001374	0.000552	0.000171	-0.000710	-0.000279	-0.000179	0.000035	0.000043	-0.000188	0.000914
9.641400	0.000465	0.000752	-0.001306	-0.000624	-0.000366	-0.001123	-0.000336	-0.000044	-0.000329	0.000210	-0.000003	-0.000078
9.640700	0.000100	0.000259	0.000990	-0.000815	-0.000539	0.000247	0.000389	0.000145	0.000620	-0.000080	0.000205	0.000179
9.640000	-0.000134	-0.000340	-0.000291	-0.000159	-0.000105	0.000139	0.000563	0.000431	0.000789	-0.000457	0.000780	0.000189
9.639300	-0.000536	0.000114	0.000377	-0.000008	-0.001141	0.000480	-0.000773	-0.000195	0.000651	0.000098	0.000758	-0.000028
9.638600	-0.000238	0.000209	0.001527	0.000610	-0.001285	-0.000295	0.000344	-0.000652	0.001153	-0.000163	0.000002	0.000794
9.637900	0.000502	0.001308	0.000940	0.000617	-0.001047	0.000100	-0.000565	-0.000717	0.000480	-0.000512	-0.000314	0.000545
9.637200	0.000532	0.000895	-0.000221	0.000282	0.000288	-0.000277	-0.000072	-0.001100	-0.000343	-0.001486	-0.000506	0.000147
9.636500	0.000302	0.000072	0.001390	-0.000188	0.000107	0.000118	-0.000762	-0.000841	0.000061	-0.000148	-0.000152	-0.000059
9.635800	0.000538	-0.000078	0.000715	-0.000255	0.000137	-0.000552	-0.000863	-0.000570	-0.000252	0.001210	-0.000023	-0.000076
9.635100	-0.000274	-0.000263	-0.000862	0.000255	0.000259	-0.000543	-0.000979	-0.000132	-0.000649	0.000651	0.000877	-0.000286
9.634400	-0.000364	-0.000328	-0.000564	-0.001101	0.001119	0.000189	-0.000591	0.000228	-0.000620	0.000422	0.000469	-0.000872
9.633700	0.000360	-0.000449	0.000654	-0.002205	0.000581	0.000278	-0.000069	-0.000246	0.000475	0.000771	-0.000518	-0.000680
9.633000	0.000412	-0.000498	0.000762	-0.001416	-0.000674	-0.000095	0.000608	-0.000400	0.000549	-0.000549	-0.000901	-0.000459
9.632300	-0.000652	-0.000625	-0.000763	-0.000194	-0.000613	0.000598	-0.000109	-0.000436	0.000176	-0.000296	-0.001006	-0.000474
9.631600	-0.000892	-0.000662	-0.000235	0.000022	-0.001208	0.000350	0.000476	0.000550	-0.000454	-0.000690	-0.000512	-0.000103
9.630900	-0.001842	-0.000929	-0.001297	0.000043	-0.000401	0.000096	0.000121	0.000429	-0.000083	-0.001073	0.000123	0.000098
9.630200	-0.000381	-0.001241	0.000211	0.000320	0.001035	-0.000671	0.000130	0.000202	-0.000213	0.000450	0.000658	-0.000171
9.629500	-0.000578	-0.000402	0.000728	0.000066	0.001145	-0.000631	-0.000085	-0.000204	-0.000116	0.000134	0.000381	-0.000153
9.628800	0.000252	-0.000149	0.000401	-0.000699	0.001193	-0.000123	-0.000448	-0.000503	-0.001298	0.000317	0.000748	-0.001056
9.628100	0.000171	-0.000375	0.001383	0.000553	-0.000199	0.000301	-0.000515	-0.000238	-0.000096	0.000071	0.001320	-0.000668
9.627400	-0.000453	0.000137	-0.000092	0.001003	-0.000539	0.000466	-0.000271	-0.000509	-0.000598	0.000052	-0.000319	0.000497
9.626700	-0.000727	0.000180	-0.000389	0.000980	-0.000048	0.000725	-0.000350	-0.000177	-0.000981	-0.000261	-0.000250	0.001192
9.626000	0.000471	-0.000115	0.000820	0.000131	0.000990	0.000836	-0.000356	-0.000028	0.000293	-0.000169	-0.000190	0.001205
9.625300	-0.000118	0.000062	0.000577	-0.000219	0.000501	-0.000707	-0.000121	0.000199	-0.000157	0.000723	0.000476	0.000568
9.624600	0.001374	0.000009	0.000979	0.000556	-0.000436	0.000232	-0.000597	0.000481	-0.000869	0.000450	-0.000467	0.000059
9.623900	0.000832	-0.001019	0.001261	0.000387	0.000195	0.000380	-0.000088	0.000916	-0.000307	-0.000232	-0.000661	-0.000151
9.623200	0.000304	-0.000475	0.000241	-0.000087	-0.000001	-0.000115	0.000199	0.000579	-0.000486	0.000367	-0.000287	0.000345
9.622500	0.000391	0.000452	0.000230	-0.000051	-0.000196	0.000660	0.000681	0.000078	-0.000997	-0.000647	0.000286	0.000253
9.621800	0.000113	-0.000504	-0.000438	-0.001104	0.000595	-0.000514	0.000868	0.000619	-0.000251	0.000326	0.000825	0.000459
9.621100	0.000669	0.000601	-0.000685	-0.000199	0.001600	-0.001008	0.001074	0.000273	-0.000273	0.000505	0.001176	-0.000035
9.620400	0.001201	-0.000121	-0.000773	-0.000672	0.000160	-0.000272	0.000507	0.000761	0.000205	0.000112	0.001378	-0.000259
9.619700	0.000720	0.000162	-0.000325	0.000850	0.000179	0.000156	-0.000068	-0.000050	0.001036	0.000257	0.000756	-0.000278
9.619000	0.000850	0.000215	-0.000956	0.000519	0.000393	-0.000214	0.000071	0.000228	0.001885	-0.000555	-0.000217	-0.000066
9.618300	0.000590	0.001652	-0.001439	0.000630	-0.001147	-0.000118	-0.000052	-0.000196	0.001175	0.000676	0.000029	0.000268
9.617600	-0.000767	0.001831	-0.000591	0.000327	-0.001201	-0.000664	0.000562	0.000124	0.001123	0.000462	0.000339	-0.000637
9.616900	-0.001223	0.000964	0.000078	0.000345	0.000666	-0.000313	-0.000046	0.001391	0.001533	0.001055	-0.000895	-0.000482
9.616200	-0.000658	0.000118	-0.001199	-0.000251	0.000622	0.000762	-0.000233	0.000519	-0.000552	0.000343	-0.000519	-0.000003
9.615500	-0.000124	0.000275	-0.000077	-0.000030	-0.000178	0.001023	-0.000095	-0.000202	0.000759	0.000390	-0.000073	0.000413
9.614800	0.000221	0.000301	0.001433	0.000550	0.001001	-0.000172	0.000933	-0.000052	-0.000125	-0.000187	0.000478	0.000812
9.614100	-0.000343	0.000141	0.001514	-0.000425	0.000046	-0.000117	0.001162	0.000152	0.000701	-0.000580	0.000181	0.000835
9.613400	0.000336	0.000395	0.000505	-0.000036	0.000445	0.000449	0.000189	0.000464	0.001199	0.000044	-0.000343	0.001000
9.612700	0.001113	-0.000445	0.000883	0.000570	-0.000371	0.000490	-0.000032	0.000889	0.001250	0.000038	0.000067	0.000606
9.612000	-0.000304	0.000227	-0.000494	0.000661	-0.000087	0.000242	-0.000732	-0.000179	-0.000115	-0.000101	-0.001006	-0.000514
9.611300	-0.000230	-0.000796	0.000314	-0.000962	-0.000381	0.000487	-0.000604	-0.000392	-0.000302	-0.000542	-0.000434	-0.000701
9.610600	-0.000013	0.000183	-0.000116	0.000883	0.000809	0.000045	0.000142	-0.000416	0.000525	-0.000184	0.000383	-0.000537
9.609900	-0.000114	0.000871	-0.000510	0.001554	0.000636	-0.000449	0.000384	-0.000854	-0.000249	0.000691	0.000269	-0.000212
9.609200	-0.001035	0.000303	-0.001065	-0.000459	-0.000390	-0.001240	0.000608	-0.000491	-0.001023	0.000765	-0.000827	-0.001106
9.608500	-0.000867	-0.000570	-0.000430	-0.001248	-0.000159	-0.000691	-0.000027	-0.001005	-0.000395	-0.000133	-0.000091	-0.000703
9.607800	0.000757	-0.000528	0.000099	-0.000481	-0.000500	-0.000436	-0.000551	-0.000818	-0.000617	0.000040	0.000037	0.000126
9.607100	-0.000316	-0.000749	-0.000184	-0.000763	0.000781	0.000645	-0.000522	-0.000585	-0.000816	-0.001116	0.000684	-0.000276
9.606400	-0.000010	-0.000451	-0.001963	-0.000810	0.000252	-0.000071	-0.000711	0.001255	0.000176	-0.000197	-0.000469	0.000016
9.605700	0.000353	0.000236	-0.000966	-0.000087	-0.000035	0.000080	-0.000301	-0.000097	-0.000055	0.000437	-0.000478	-0.000248
9.605000	-0.000569	0.000684	0.000276	0.000394	-0.000231	0.000219	0.000339	-0.000231	-0.001088	0.000796	-0.000523	-0.000065
9.604300	0.000217	-0.000281	-0.000451	0.001339	-0.001647	-0.000329	-0.000322	-0.000687	-0.000544	0.001053	-0.001241	0.000759
9.603600	0.000005	-0.000595	-0.001267	-0.000095	-0.002151	-0.000042	-0.000695	-0.000137	0.000123	0.000562	-0.000571	0.001016
9.602900	-0.000941	-0.000369	-0.000459	0.000442	-0.001547	-0.000161	-0.000378	0.000310	0.000637	-0.000231	0.000350	0.000911
9.602200	-0.000419	0.000064	0.000128	0.000968	-0.000673	-0.000355	0.000518	0.000045	-0.000293	-0.001664	0.000981	0.000724
9.601500	-0.000946	0.000539	0.000221	0.000856	-0.000626	-0.000670	0.000334	0.000532	-0.001408	-0.001396	0.000771	0.000275
9.600800	0.000328	0.000502	0.000127	0.000194	-0.000150	-0.000472	-0.000898	0.001255	0.000344	0.000238	-0.000373	0.000849
9.600100	0.000462	0.000429	0.000445	-0.000736	-0.000186	0.000447	-0.000282	0.000579	0.001193	0.000450	-0.000005	-0.000145
9.599400	0.001003	-0.000308	0.003021	-0.000882	-0.001071	0.000726	0.000040	-0.000025	-0.000431	0.000354	0.000127	-0.002079
9.598700	0.000662	-0.000445	0.002695	-0.000623	-0.000624	0.000453	-0.000116	-0.000782	-0.001671	-0.000068	-0.000237	-0.001288
9.598000	0.000257	0.000422	0.001937	-0.001125	-0.000306	0.000492	-0.000084	-0.001001	-0.000676	-0.000780	0.000259	-0.000349
9.597300	-0.000610	-0.000013	0.001627	-0.000534	-0.000122	0.000082	0.000640	-0.000699	0.000445	-0.001526	-0.000432	-0.000459
9.596600	-0.001056	-0.000441	0.000410	-0.001210	0.000808	-0.000062	0.001382	0.000128	0.000402	-0.000015	0.000164	-0.000381
9.595900	-0.000405	-0.000947	-0.000352	-0.001304	0.000288	0.000394	-0.000129	-0.000223	-0.000001	-0.000502	-0.000878	-0.000849
9.595200	0.000744	-0.000334	-0.000363	-0.000069	-0.000074	-0.000081	-0.000941	0.000175	-0.000023	-0.000298	-0.000453	-0.000588
9.594500	-0.000537	-0.000295	-0.001069	-0.000469	-0.001717	-0.000788	-0.000138	0.000624	-0.000367	0.000356	-0.000617	-0.000881
9.593800	0.000598	-0.000512	-0.001221	-0.000949	-0.001647	-0.001154	0.000859	-0.000250	-0.000133	0.000123	-0.000192	-0.001165
9.593100	-0.000070	-0.000523	0.000268	-0.000099	-0.000545	-0.000736	0.000950	-0.000751	0.000520	-0.000538	-0.000214	0.000020
9.592400	-0.000531	-0.000517	-0.000910	-0.000102	0.000325	0.000083	0.000577	0.000463	0.000954	-0.001219	0.000300	0.000455
9.591700	-0.001122	-0.000875	-0.000877	0.000049	0.000287	-0.000065	-0.000073	0.001229	-0.000914	-0.000297	-0.000064	0.001233
9.591000	0.000347	-0.000694	-0.000439	0.000286	0.000878	-0.000841	-0.001111	0.000810	-0.000983	0.000411	-0.000249	0.000838
9.590300	0.001296	-0.000682	-0.000321	0.000110	0.000109	0.000406	-0.001085	-0.000487	-0.000346	0.000086	-0.000495	0.000088
9.589600	0.000460	-0.000353	-0.000425	0.000580	0.000620	0.000824	-0.000715	-0.000716	-0.001173	-0.000502	-0.000083	0.000349
9.588900	-0.000294	0.000261	0.000250	0.000305	-0.000376	0.000987	-0.000801	-0.000713	-0.000147	-0.000534	0.000454	-0.000558
9.588200	-0.000574	0.000856	0.000815	0.000471	0.000827	0.001159	-0.000249	-0.000024	0.002121	0.000174	0.000907	0.000345
9.587500	-0.000051	0.000860	-0.000249	0.000094	0.000315	-0.000597	-0.000141	0.000627	0.001469	0.000510	0.000933	0.000101
9.586800	0.000244	0.001127	-0.000236	0.000178	0.000459	-0.001412	-0.000288	-0.000009	0.002272	0.001248	0.000094	-0.000209
9.586100	-0.000944	0.000169	-0.000530	0.000290	-0.000289	-0.001316	-0.000126	0.000292	0.000872	0.000704	0.000476	0.000350
9.585400	-0.000286	0.000593	0.000868	0.000068	-0.001274	0.000486	0.001396	0.000957	0.000010	0.000678	0.000330	0.000795
9.584700	-0.000494	-0.000757	-0.001062	0.000269	-0.000314	0.000392	0.000938	0.000199	-0.000992	0.000237	-0.000537	-0.000134
9.584000	-0.000008	-0.000378	-0.001906	0.000506	0.000006	0.000655	0.000191	-0.000415	0.000007	-0.000293	-0.000733	0.000354
9.583300	0.001282	-0.000622	-0.000702	0.001258	0.000187	0.000270	0.000141	-0.000093	-0.000457	-0.000353	0.000017	-0.000219
9.582600	0.000821	-0.001393	-0.000631	0.000092	-0.000296	0.000299	-0.000501	-0.000092	0.000666	-0.001763	-0.000445	-0.000121
9.581900	0.000704	-0.000524	-0.000378	0.000246	0.000602	0.000576	-0.000050	-0.000533	0.000518	0.000336	-0.000371	0.000096
9.581200	-0.000350	0.000886	0.000479	-0.000271	0.000323	-0.000272	0.000212	-0.000146	0.000398	0.000568	-0.000456	0.000278
9.580500	0.000993	0.001788	0.000320	-0.000345	0.000685	-0.000038	-0.001366	0.000283	0.001309	0.000356	-0.000362	0.000157
9.579800	-0.000162	0.000118	0.000023	-0.000039	0.000232	-0.001025	-0.000285	0.000673	0.000066	-0.000088	0.000827	-0.000275
9.579100	0.000208	0.001044	-0.000270	0.000922	0.000540	-0.000694	0.000814	0.001194	0.000444	-0.000563	-0.000425	0.000247
9.578400	0.000187	0.000024	0.000377	0.000497	0.001034	-0.000516	0.000123	-0.000060	-0.000328	0.000215	0.000587	-0.000018
9.577700	0.000121	0.000453	0.000442	0.000380	0.000224	-0.000432	-0.000731	-0.000163	-0.001207	0.000228	-0.000055	0.000191
9.577000	0.000005	0.000075	-0.000111	0.000605	-0.000307	0.000401	-0.001193	-0.000105	-0.001588	-0.000122	0.000977	0.000195
9.576300	-0.000353	-0.000208	-0.000545	-0.000079	-0.001038	0.000391	0.000299	-0.000497	-0.000311	-0.000569	-0.000220	0.000474
9.575600	0.000282	-0.000834	0.000193	-0.000773	0.001177	0.000287	0.001361	-0.000846	0.000767	-0.000243	-0.000134	-0.000052
9.574900	-0.000075	-0.001172	0.000807	0.000238	0.001284	0.000084	0.000291	-0.000846	-0.000009	-0.001034	0.001094	-0.000374
9.574200	-0.000321	0.000237	0.001496	-0.000397	0.000550	-0.000067	0.000244	-0.001099	-0.001192	0.000345	0.000256	0.000211
9.573500	-0.000084	0.000403	0.000395	-0.000115	-0.000579	0.000246	0.000500	-0.000716	-0.000144	-0.000077	0.000037	-0.000523
9.572800	-0.000469	0.001306	0.001152	-0.000680	0.000030	0.000550	-0.000565	0.000725	-0.000445	0.000285	0.000626	0.000161
9.572100	-0.000024	0.000330	0.001703	-0.000919	0.000820	0.000443	-0.000490	0.000203	0.000586	0.000395	0.000877	0.001352
9.571400	-0.000329	-0.000228	0.001054	-0.000834	0.000054	0.001757	-0.000046	0.000543	-0.000238	-0.000184	-0.000237	0.000896
9.570700	-0.000047	0.000025	0.000357	-0.000528	0.000289	0.000996	0.000002	0.000656	0.000247	0.000513	-0.000358	-0.001019
9.570000	-0.000447	-0.000330	0.000620	-0.000628	-0.000056	-0.001186	-0.000659	0.000884	0.000318	-0.000394	0.000521	-0.000729
9.569300	-0.000991	0.000220	-0.000761	0.000001	-0.000622	-0.000130	0.000239	-0.000872	-0.000089	-0.000172	0.000161	0.000251
9.568600	0.000152	0.000781	-0.001207	-0.000281	-0.001926	0.000082	0.000671	-0.000809	0.000276	-0.000158	0.000771	-0.000608
9.567900	0.000103	0.000837	-0.000753	-0.000180	-0.000521	-0.000374	0.000871	0.000520	-0.000325	0.000684	-0.000023	0.000051
9.567200	-0.000526	0.000295	-0.000581	0.000221	-0.000193	-0.000339	0.000289	0.000584	-0.000515	0.000372	0.000376	0.000129
9.566500	-0.001374	-0.000654	-0.000051	0.001266	0.000490	0.000029	0.000370	0.000011	-0.000967	0.000245	-0.001125	0.000152
9.565800	-0.000914	-0.000842	0.000461	-0.000206	0.000149	0.000157	0.000810	-0.000018	-0.000780	0.000287	-0.001248	-0.000349
9.565100	-0.000086	0.000541	0.000537	-0.000478	-0.000180	-0.000393	0.000615	0.000213	0.000040	0.000438	-0.000230	-0.000037
9.564400	0.000251	0.000183	0.000185	0.000449	0.000296	0.000278	0.000380	-0.000210	-0.000758	0.000751	0.000173	-0.000180
9.563700	0.000186	0.000652	0.000074	0.001189	0.000163	0.000298	0.000037	0.000321	-0.000204	0.000742	-0.000091	0.000118
9.563000	0.000257	0.000122	0.000315	0.000219	0.000262	0.000811	0.000008	-0.000795	0.000704	0.000280	0.000654	-0.000080
9.562300	0.000096	0.000579	-0.000237	-0.000282	0.000356	0.000105	-0.000843	0.000236	0.000665	-0.000430	0.001199	-0.000689
9.561600	0.000256	0.000850	-0.000045	0.000900	-0.000558	-0.000120	-0.001252	-0.000491	-0.001315	-0.000719	0.000913	0.000455
9.560900	0.001226	0.000291	-0.000540	-0.000202	-0.000522	-0.000154	-0.000627	-0.000835	-0.000351	0.000741	-0.000473	-0.000334
9.560200	0.001088	-0.000300	-0.000771	-0.001061	-0.000164	0.000514	-0.000628	-0.000022	0.000715	0.001134	-0.000364	0.000135
9.559500	-0.001287	0.000121	-0.001126	0.000311	0.001010	0.000452	-0.000363	0.000112	0.000930	0.000028	-0.000094	0.000430
9.558800	-0.000708	-0.000452	-0.000431	0.001230	0.000887	0.000230	-0.000062	-0.000221	0.000681	0.000443	0.000018	0.000102
9.558100	-0.001074	-0.000187	-0.000419	0.001303	-0.000854	-0.000508	-0.000223	0.000848	0.000621	0.000517	-0.000306	0.000149
9.557400	0.000195	0.000326	0.000422	0.000610	-0.000760	-0.000009	0.000475	0.000043	0.000686	0.000031	0.000365	-0.000002
